Docset,File,URL,Python,Term_Total,MSAuthor,Author,Manager,MSDate,MSService,MSTopic,H1,Title,Description
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-job-debugging.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-job-debugging,3,3,hrasheed,hrasheed-msft,,12/05/2018,hdinsight,conceptual,"Debug Apache Spark jobs running on Azure HDInsight
",Debug Apache Spark jobs running on Azure HDInsight,"Use YARN UI, Spark UI, and Spark History server to track and debug jobs running on a Spark cluster in Azure HDInsight"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-jupyter-notebook-install-locally.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-jupyter-notebook-install-locally,12,12,hrasheed,hrasheed-msft,,11/28/2017,hdinsight,conceptual,"Install Jupyter notebook on your computer and connect to Apache Spark on HDInsight
",Install Jupyter locally and connect to Spark in Azure HDInsight,Learn how to install Jupyter notebook locally on your computer and connect it to an Apache Spark cluster.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-jupyter-notebook-kernels.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-jupyter-notebook-kernels,15,15,hrasheed,hrasheed-msft,,02/22/2018,hdinsight,conceptual,"Kernels for Jupyter notebook on Apache Spark clusters in Azure HDInsight 
",Kernels for Jupyter notebook on Spark clusters in Azure HDInsight,"Learn about the PySpark, PySpark3, and Spark kernels for Jupyter notebook available with Spark clusters on Azure HDInsight."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-jupyter-notebook-use-external-packages.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-jupyter-notebook-use-external-packages,5,5,hrasheed,hrasheed-msft,,01/09/2018,hdinsight,conceptual,"Use external packages with Jupyter notebooks in Apache Spark clusters on HDInsight
",Use custom Maven packages with Jupyter in Spark on Azure HDInsight,Step-by-step instructions on how to configure Jupyter notebooks available with HDInsight Spark clusters to use custom Maven packages.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-known-issues.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-known-issues,2,2,hrasheed,hrasheed-msft,,02/21/2018,hdinsight,conceptual,"Known issues for Apache Spark cluster on HDInsight
",Troubleshoot issues with Apache Spark cluster in Azure HDInsight,Learn about issues related to Apache Spark clusters in Azure HDInsight and how to work around those.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-load-data-run-query.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-load-data-run-query,3,3,hrasheed,hrasheed-msft,,11/06/2018,hdinsight,tutorial,"Tutorial: Load data and run queries on an Apache Spark cluster in Azure HDInsight
",'Tutorial: Load data and run queries on an Apache Spark cluster in Azure HDInsight ',Learn how to load data and run interactive queries on Spark clusters in Azure HDInsight.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-machine-learning-mllib-ipython.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-machine-learning-mllib-ipython,5,5,hrasheed,hrasheed-msft,,02/26/2019,hdinsight,conceptual,"Use Apache Spark MLlib to build a machine learning application and analyze a dataset
",Machine learning example with Spark MLlib on HDInsight - Azure,Learn how to use Spark MLlib to create a machine learning app that analyzes a dataset using classification through logistic regression.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-microsoft-cognitive-toolkit.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-microsoft-cognitive-toolkit,6,6,hrasheed,hrasheed-msft,,11/28/2017,hdinsight,conceptual,"Use Microsoft Cognitive Toolkit deep learning model with Azure HDInsight Spark cluster
",Microsoft Cognitive Toolkit with Azure HDInsight Spark for deep learning,Learn how a trained Microsoft Cognitive Toolkit deep learning model can be applied to a dataset using the Spark Python API in an Azure HDInsight Spark cluster.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-overview.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-overview,5,5,hrasheed,hrasheed-msft,,01/28/2019,hdinsight,overview,"What is Apache Spark in Azure HDInsight
",What is Apache Spark - Azure HDInsight,This article provides an introduction to Spark in HDInsight and the different scenarios in which you can use Spark cluster in HDInsight.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-python-package-installation.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-python-package-installation,16,16,hrasheed,hrasheed-msft,,11/06/2018,hdinsight,conceptual,"Use Script Action to install external Python packages for Jupyter notebooks in Apache Spark clusters on HDInsight
",Script action - Install Python packages with Jupyter on Azure HDInsight,Step-by-step instructions on how to use script action to configure Jupyter notebooks available with HDInsight Spark clusters to use external python packages.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-resource-manager.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-resource-manager,2,2,hrasheed,hrasheed-msft,,01/23/2018,hdinsight,conceptual,"Manage resources for Apache Spark cluster on Azure HDInsight 
",Manage resources for Apache Spark cluster on Azure HDInsight,Learn how to use manage resources for Spark clusters on Azure HDInsight for better performance.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-run-machine-learning-automl.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-run-machine-learning-automl,7,7,hrasheed,hrasheed-msft,,01/14/2019,hdinsight,howto,"Run Azure Machine Learning workloads with automated machine learning (AutoML) on Apache Spark in Azure HDInsight
",Run Azure Machine Learning workloads with automated machine learning (AutoML) on Apache Spark in Azure HDInsight,Learn how to run Azure Machine Learning workloads with automated machine learning (AutoML) on Apache Spark in Azure HDInsight.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-settings.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-settings,1,1,maxluk,maxluk,,11/06/2018,hdinsight,conceptual,"Configure Apache Spark settings
",Configure Spark settings - Azure HDInsight,How to configure Spark for an Azure HDInsight cluster.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-shell.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-shell,4,4,maxluk,maxluk,,01/09/2018,hdinsight,conceptual,"Run Apache Spark from the Spark Shell
",Use an Interactive Spark Shell in Azure HDInsight,An interactive Spark Shell provides a read-execute-print process for running Spark commands one at a time and seeing the results.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\spark\apache-spark-zeppelin-notebook.md,http://docs.microsoft.com/azure/hdinsight/spark/apache-spark-zeppelin-notebook,2,2,hrasheed,hrasheed-msft,,02/21/2018,hdinsight,conceptual,"Use Apache Zeppelin notebooks with Apache Spark cluster on Azure HDInsight
",Use Zeppelin notebooks with Apache Spark cluster on Azure HDInsight,Step-by-step instructions on how to use Zeppelin notebooks with Apache Spark clusters on Azure HDInsight.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\storm\apache-storm-develop-python-topology.md,http://docs.microsoft.com/azure/hdinsight/storm/apache-storm-develop-python-topology,23,23,hrasheed,hrasheed-msft,,04/30/2018,hdinsight,conceptual,"Develop Apache Storm topologies using Python on HDInsight
",Apache Storm with Python comopnents - Azure HDInsight,Learn how to create an Apache Storm topology that uses Python components.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\storm\apache-storm-example-topology.md,http://docs.microsoft.com/azure/hdinsight/storm/apache-storm-example-topology,4,4,hrasheed,hrasheed-msft,,05/30/2018,hdinsight,conceptual,"Example Apache Storm topologies and components for Apache Storm on HDInsight
",Example Apache Storm topologies in Azure HDInsight,"A list of example Storm topologies created and tested with Apache Storm on HDInsight including basic C# and Java topologies, and working with Event Hubs."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\hdinsight\storm\apache-storm-overview.md,http://docs.microsoft.com/azure/hdinsight/storm/apache-storm-overview,4,4,hrasheed,hrasheed-msft,,02/27/2018,hdinsight,conceptual,"What is Apache Storm on Azure HDInsight?
",What is Apache Storm - Azure HDInsight,"Apache Storm allows you to process streams of data in real time. Azure HDInsight allows you to easily create Storm clusters on the Azure cloud. With Visual Studio, you can create Storm solutions using C#, and then deploy to your HDInsight Storm clusters."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\index.experimental.md,http://docs.microsoft.com/azure/index.experimental,14,14,,,,,,,,Microsoft Azure Documentation,"Learn how to build and manage powerful applications using Microsoft Azure cloud services. Get documentation, sample code, tutorials, and more."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\index.md,http://docs.microsoft.com/azure/index,11,11,,,,,,hub-page,,Microsoft Azure Documentation,"Learn how to build and manage powerful applications using Microsoft Azure cloud services. Get documentation, example code, tutorials, and more."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-accelerators\iot-accelerators-faq.md,http://docs.microsoft.com/azure/iot-accelerators/iot-accelerators-faq,1,1,dobett,dominicbetts,timlt,02/15/2018,iot-accelerators,conceptual,"Frequently asked questions for IoT solution accelerators
",IoT solution accelerators FAQ - Azure | Microsoft Docs,Frequently asked questions for IoT solution accelerators
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\concepts-connectivity-experimental.md,http://docs.microsoft.com/azure/iot-central/concepts-connectivity-experimental,4,4,dobett,dominicbetts,timlt,02/28/2019,iot-central,conceptual,"Device connectivity in Azure IoT Central
",Device connectivity in Azure IoT Central | Microsoft Docs,This article introduces key concepts relating to device connectivity in Azure IoT Central
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\concepts-connectivity.md,http://docs.microsoft.com/azure/iot-central/concepts-connectivity,4,4,dobett,dominicbetts,timlt,02/28/2019,iot-central,conceptual,"Device connectivity in Azure IoT Central
",Device connectivity in Azure IoT Central | Microsoft Docs,This article introduces key concepts relating to device connectivity in Azure IoT Central
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\howto-administer-experimental.md,http://docs.microsoft.com/azure/iot-central/howto-administer-experimental,4,4,viviali,viv-liu,peterpr,02/20/2019,iot-central,conceptual,"Administer your IoT Central application
",Administer an Azure IoT Central application | Microsoft Docs,"As an administrator, how to administer your Azure IoT Central application"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\howto-administer.md,http://docs.microsoft.com/azure/iot-central/howto-administer,4,4,viviali,viv-liu,peterpr,04/16/2018,iot-central,conceptual,"Administer your IoT Central application
",Administer an Azure IoT Central application | Microsoft Docs,"As an administrator, how to administer your Azure IoT Central application"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\howto-connect-devkit-experimental.md,http://docs.microsoft.com/azure/iot-central/howto-connect-devkit-experimental,1,1,dobett,dominicbetts,philmea,02/05/2019,iot-central,conceptual,"Connect an MXChip IoT DevKit device to your Azure IoT Central application
",Connect a DevKit device to your Azure IoT Central application | Microsoft Docs,"As a device developer, learn how to connect an MXChip IoT DevKit device to your Azure IoT Central application."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\howto-connect-devkit.md,http://docs.microsoft.com/azure/iot-central/howto-connect-devkit,1,1,dobett,dominicbetts,philmea,04/16/2018,iot-central,conceptual,"Connect an MXChip IoT DevKit device to your Azure IoT Central application
",Connect a DevKit device to your Azure IoT Central application | Microsoft Docs,"As a device developer, learn how to connect an MXChip IoT DevKit device to your Azure IoT Central application."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\howto-connect-nodejs-experimental.md,http://docs.microsoft.com/azure/iot-central/howto-connect-nodejs-experimental,1,1,dobett,dominicbetts,philmea,02/04/2019,iot-central,conceptual,"Connect a generic client application to your Azure IoT Central application (Node.js)
",Connect a generic Node.js client application to Azure IoT Central | Microsoft Docs,"As an device developer, how to connect a generic Node.js device to your Azure IoT Central application."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\howto-connect-nodejs.md,http://docs.microsoft.com/azure/iot-central/howto-connect-nodejs,1,1,dobett,dominicbetts,philmea,10/26/2018,iot-central,conceptual,"Connect a generic client application to your Azure IoT Central application (Node.js)
",Connect a generic Node.js client application to Azure IoT Central | Microsoft Docs,"As an device developer, how to connect a generic Node.js device to your Azure IoT Central application."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\howto-connect-raspberry-pi-python.md,http://docs.microsoft.com/azure/iot-central/howto-connect-raspberry-pi-python,7,7,dobett,dominicbetts,timlt,01/23/2018,iot-central,conceptual,"Connect a Raspberry Pi to your Azure IoT Central application (Python)
",Connect a Raspberry Pi to your Azure IoT Central application (Python) | Microsoft Docs,"As an device developer, how to connect a Raspberry Pi to your Azure IoT Central application using Python."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\howto-export-data-blob-storage.md,http://docs.microsoft.com/azure/iot-central/howto-export-data-blob-storage,5,5,viviali,viv-liu,peterpr,12/07/2018,iot-central,conceptual,"Export your data to Azure Blob Storage
",Export your data to Azure Blob Storage | Microsoft Docs,How to export data from your Azure IoT Central application to Azure Blob Storage
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\tutorial-add-device-experimental.md,http://docs.microsoft.com/azure/iot-central/tutorial-add-device-experimental,1,1,sandeepu,sandeeppujar,peterpr,02/01/2019,iot-central,tutorial,"Tutorial: Add a real device to your Azure IoT Central application
",Add a real device to an Azure IoT Central application | Microsoft Docs,"As an operator, add a real device to your Azure IoT Central application."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-central\tutorial-add-device.md,http://docs.microsoft.com/azure/iot-central/tutorial-add-device,1,1,sandeepu,sandeeppujar,peterpr,10/12/2018,iot-central,tutorial,"Tutorial: Add a real device to your Azure IoT Central application
",Add a real device to an Azure IoT Central application | Microsoft Docs,"As an operator, add a real device to your Azure IoT Central application."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\concepts-auto-provisioning.md,http://docs.microsoft.com/azure/iot-dps/concepts-auto-provisioning,4,4,wesmc,wesmc7777,timlt,06/01/2018,iot-dps,conceptual,"Auto-provisioning concepts
",IoT Hub Device Provisioning Service - Auto-provisioning concepts,"This article provides a conceptual overview of the phases of device auto-provisioning, using IoT Device Provisioning Service, IoT Hub, and client SDKs."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\concepts-device-reprovision.md,http://docs.microsoft.com/azure/iot-dps/concepts-device-reprovision,4,4,wesmc,wesmc7777,timlt,11/14/2018,iot-dps,conceptual,"IoT Hub Device reprovisioning concepts
",Device concepts for reprovisioning for the Azure IoT Hub Device Provisioning Service  | Microsoft Docs,Describes device reprovisioning concepts for the Azure IoT Hub Device Provisioning Service
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\how-to-control-access.md,http://docs.microsoft.com/azure/iot-dps/how-to-control-access,2,2,wesmc,wesmc7777,timlt,09/28/2017,iot-dps,conceptual,"Control access to Azure IoT Hub Device Provisioning Service
",Security endpoints in IoT Device Provisioning Service | Microsoft Docs,Concepts - how to control access to IoT Device Provisioning Service for backend apps. Includes information about security tokens.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\how-to-manage-dps-with-cli.md,http://docs.microsoft.com/azure/iot-dps/how-to-manage-dps-with-cli,4,4,menchi,chrissie926,briz,01/17/2018,iot-dps,conceptual,"How to use Azure CLI and the IoT extension to manage the IoT Hub Device Provisioning Service
",How to use Azure CLI and the IoT extension to manage the IoT Hub Device Provisioning Service | Microsoft Docs,Learn how to use Azure CLI and the IoT extension to manage the IoT Hub Device Provisioning Service
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\quick-create-simulated-device-tpm-python.md,http://docs.microsoft.com/azure/iot-dps/quick-create-simulated-device-tpm-python,26,26,wesmc,wesmc7777,timlt,05/21/2018,iot-dps,quickstart,"Create and provision a simulated TPM device using Python device SDK for IoT Hub Device Provisioning Service
",Provision a simulated TPM device to Azure IoT Hub using Python | Microsoft Docs,Azure Quickstart - Create and provision a simulated TPM device using Java device SDK for IoT Hub Device Provisioning Service.This quickstart uses individual enrollments.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\quick-create-simulated-device-x509-python.md,http://docs.microsoft.com/azure/iot-dps/quick-create-simulated-device-x509-python,27,27,wesmc,wesmc7777,timlt,12/21/2017,iot-dps,quickstart,"Create and provision a simulated X.509 device using Python device SDK for IoT Hub Device Provisioning Service
",Provision a simulated X.509  device to Azure IoT Hub using Python | Microsoft Docs,Azure Quickstart - Create and provision a simulated X.509 device using Python device SDK for IoT Hub Device Provisioning Service. This quickstart uses individual enrollments.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\quick-enroll-device-tpm-python.md,http://docs.microsoft.com/azure/iot-dps/quick-enroll-device-tpm-python,24,24,wesmc,wesmc7777,timlt,01/26/2018,iot-dps,quickstart,"Enroll TPM device to IoT Hub Device Provisioning Service using Python provisioning service SDK
",Enroll TPM device to Azure Device Provisioning Service using Python | Microsoft Docs,Azure Quickstart - Enroll TPM device to Azure IoT Hub Device Provisioning Service using Python provisioning service SDK. This quickstart uses individual enrollments.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\quick-enroll-device-x509-python.md,http://docs.microsoft.com/azure/iot-dps/quick-enroll-device-x509-python,19,19,wesmc,wesmc7777,timlt,01/25/2018,iot-dps,quickstart,"Quickstart: Enroll X.509 devices to the Device Provisioning Service using Python
",This quickstart shows you how to enroll X.509 devices to the Azure Device Provisioning Service using Python | Microsoft Docs,"This quickstart uses group enrollments. In this quickstart, you will enroll X.509 devices to the Azure IoT Hub Device Provisioning Service using Python"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-dps\tutorial-provision-device-to-hub.md,http://docs.microsoft.com/azure/iot-dps/tutorial-provision-device-to-hub,1,1,wesmc,wesmc7777,timlt,04/12/2018,iot-dps,tutorial,"Provision the device to an IoT hub using the Azure IoT Hub Device Provisioning Service
",Provision a device using Azure IoT Hub Device Provisioning Service | Microsoft Docs,Provision your device to a single IoT hub using the Azure IoT Hub Device Provisioning Service
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\about-iot-edge.md,http://docs.microsoft.com/azure/iot-edge/about-iot-edge,1,1,kgremban,kgremban,philmea,02/25/2019,iot-edge,overview,"What is Azure IoT Edge
",What is Azure IoT Edge | Microsoft Docs,Overview of the Azure IoT Edge service
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\development-environment.md,http://docs.microsoft.com/azure/iot-edge/development-environment,5,5,kgremban,kgremban,philmea,01/04/2019,iot-edge,conceptual,"Prepare your development and test environment for IoT Edge
",Azure IoT Edge development environment | Microsoft Docs,Learn about the supported systems and first-party development tools that will help you create IoT Edge modules
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\how-to-auto-provision-simulated-device-windows.md,http://docs.microsoft.com/azure/iot-edge/how-to-auto-provision-simulated-device-windows,2,2,kgremban,kgremban,philmea,01/09/2019,iot-edge,conceptual,"Create and provision a simulated TPM Edge device on Windows
",Auto-provision Windows devices with DPS - Azure IoT Edge | Microsoft Docs,Use a simulated device on your Windows machine to test automatic device provisioning for Azure IoT Edge with Device Provisioning Service
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\how-to-connect-downstream-device.md,http://docs.microsoft.com/azure/iot-edge/how-to-connect-downstream-device,4,4,kgremban,kgremban,philmea,11/01/2018,iot-edge,conceptual,"Connect a downstream device to an Azure IoT Edge gateway
",Connect downstream devices - Azure IoT Edge | Microsoft Docs,How to configure downstream or leaf devices to connect through Azure IoT Edge gateway devices.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\how-to-devops-project.md,http://docs.microsoft.com/azure/iot-edge/how-to-devops-project,3,3,xshi,shizn,,01/22/2019,iot-edge,conceptual,"Create a CI/CD pipeline for IoT Edge with Azure DevOps Projects (Preview)
",CI/CD pipeline with Azure DevOps Projects - Azure IoT Edge | Microsoft Docs,Azure DevOps Projects makes it easy to get started on Azure. It helps you launch an Azure IoT Edge app of your choice in few quick steps.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\how-to-store-data-blob.md,http://docs.microsoft.com/azure/iot-edge/how-to-store-data-blob,2,2,kgremban,kgremban,philmea,03/07/2019,iot-edge,conceptual,"Store data at the edge with Azure Blob Storage on IoT Edge (preview)
",Store block blobs on devices - Azure IoT Edge | Microsoft Docs,Deploy an Azure Blob Storage module to your IoT Edge device to store data at the edge.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\how-to-visual-studio-develop-csharp-module.md,http://docs.microsoft.com/azure/iot-edge/how-to-visual-studio-develop-csharp-module,2,2,xshi,shizn,philmea,01/10/2019,iot-edge,article,"Use Visual Studio 2017 to develop and debug C# modules for Azure IoT Edge (Preview)
",Develop and debug C# modules in Visual Studio - Azure IoT Edge | Microsoft Docs,Use Visual Studio 2017 to develop and debug C# module for Azure IoT Edge
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\how-to-vs-code-develop-module.md,http://docs.microsoft.com/azure/iot-edge/how-to-vs-code-develop-module,22,22,xshi,shizn,philmea,02/20/2019,iot-edge,article,"Use Visual Studio Code to develop and debug modules for Azure IoT Edge
",Develop and debug modules for Azure IoT Edge | Microsoft Docs,"Use Visual Studio Code to develop, build, and debug a module for Azure IoT Edge using C#, Python, Node.js, Java, or C"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\iot-edge-runtime.md,http://docs.microsoft.com/azure/iot-edge/iot-edge-runtime,1,1,kgremban,kgremban,philmea,08/13/2018,iot-edge,conceptual,"Understand the Azure IoT Edge runtime and its architecture
",Learn how the runtime manages devices - Azure IoT Edge | Microsoft Docs,"Learn how the modules, security, communication, and reporting on your devices are managed by the Azure IoT Edge runtime"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\module-development.md,http://docs.microsoft.com/azure/iot-edge/module-development,1,1,kgremban,kgremban,philmea,02/25/2019,iot-edge,conceptual,"Develop your own IoT Edge modules
",Develop modules for Azure IoT Edge | Microsoft Docs,Develop custom modules for Azure IoT Edge that can communicate with the runtime and IoT Hub
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\tutorial-deploy-custom-vision.md,http://docs.microsoft.com/azure/iot-edge/tutorial-deploy-custom-vision,10,10,kgremban,kgremban,philmea,11/01/2018,iot-edge,tutorial,"Tutorial: Perform image classification at the edge with Custom Vision Service
",Tutorial deploy Custom Vision classifier to a device - Azure IoT Edge | Microsoft Docs,"In this tutorial, learn how to make a computer vision model run as a container using Custom Vision and IoT Edge."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-edge\tutorial-python-module.md,http://docs.microsoft.com/azure/iot-edge/tutorial-python-module,45,45,xshi,shizn,philmea,01/04/2019,iot-edge,tutorial,"Tutorial: Develop and deploy a Python IoT Edge module to your simulated device
",Tutorial create custom Python module - Azure IoT Edge | Microsoft Docs,This tutorial shows you how to create an IoT Edge module with Python code and deploy it to an edge device.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-fundamentals\iot-services-and-technologies.md,http://docs.microsoft.com/azure/iot-fundamentals/iot-services-and-technologies,2,2,robinsh,robinsh,,10/09/2018,iot-fundamentals,overview,"Internet of Things (IoT) technologies and solutions: PaaS and SaaS
",Azure Internet of Things (IoT) technologies and solutions,Presents the collection of PaaS/SaaS techologies and solutions available for building an Azure IoT solution.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-hub\about-iot-hub.md,http://docs.microsoft.com/azure/iot-hub/about-iot-hub,1,1,nberdy,nberdy,briz,07/04/2018,iot-hub,overview,"What is Azure IoT Hub?
",Introduction to Azure IoT Hub | Microsoft Docs,"Learn about Azure IoT Hub. This IoT service is built for scalable data ingestion, device management, and security."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-hub\iot-hub-devguide-messages-read-builtin.md,http://docs.microsoft.com/azure/iot-hub/iot-hub-devguide-messages-read-builtin,3,3,wesmc,wesmc7777,philmea,02/26/2019,iot-hub,conceptual,"Read device-to-cloud messages from the built-in endpoint
",Understand the Azure IoT Hub built-in endpoint | Microsoft Docs,"Developer guide - describes how to use the built-in, Event Hub-compatible endpoint to read device-to-cloud messages."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-hub\iot-hub-devguide-sdks.md,http://docs.microsoft.com/azure/iot-hub/iot-hub-devguide-sdks,8,8,wesmc,wesmc7777,philmea,09/14/2018,iot-hub,conceptual,"Understand and use Azure IoT Hub SDKs
",Understand the Azure IoT SDKs | Microsoft Docs,Developer guide - information about and links to the various Azure IoT device and service SDKs that you can use to build device apps and back-end apps.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-hub\iot-hub-devguide-security.md,http://docs.microsoft.com/azure/iot-hub/iot-hub-devguide-security,2,2,wesmc,wesmc7777,philmea,07/18/2018,iot-hub,conceptual,"Control access to IoT Hub
",Understand Azure IoT Hub security | Microsoft Docs,Developer guide - how to control access to IoT Hub for device apps and back-end apps. Includes information about security tokens and support for X.509 certificates.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-hub\iot-hub-device-management-iot-extension-azure-cli-2-0.md,http://docs.microsoft.com/azure/iot-hub/iot-hub-device-management-iot-extension-azure-cli-2-0,3,3,menchi,chrissie926,,01/16/2018,iot-hub,conceptual,"Use the IoT extension for Azure CLI for Azure IoT Hub device management
",Azure IoT device management with IoT extension for Azure CLI | Microsoft Docs,"Use the IoT extension for Azure CLI tool for Azure IoT Hub device management, featuring the Direct methods and the Twin’s desired properties management options."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-hub\iot-hub-device-sdk-c-intro.md,http://docs.microsoft.com/azure/iot-hub/iot-hub-device-sdk-c-intro,1,1,yizhon,yzhong94,,08/25/2017,iot-hub,conceptual,"Azure IoT device SDK for C
",The Azure IoT device SDK for C | Microsoft Docs,Get started with the Azure IoT device SDK for C and learn how to create device apps that communicate with an IoT hub.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\iot-hub\iot-hub-device-sdk-platform-support.md,http://docs.microsoft.com/azure/iot-hub/iot-hub-device-sdk-platform-support,8,8,yizhon,yzhong94,,04/01/2018,iot-hub,conceptual,"Azure IoT SDKs Platform Support
",Azure IoT Device SDKs Platform Support | Microsoft Docs,Concepts - list of platforms supported by the Azure IoT Device SDKs
